"검토순번","review_item_id","accession_norm","검토구분","검토주제","확인질문_1","확인질문_2","확인질문_3","원자료_및_기술관찰값","technical_classification","확인값","값확인상태","역할해석상태","날짜의미상태","공란원인상태","근거자료","근거경로","근거위치","검토관찰","검토판정","검토결과상태","확인범위","남은확인사항","검토책임자인계의견","검토메모","검토진행상태","검토일시","검토담당","공식기준자료승인상태","지수산출규칙자료반영상태","지수산출프로그램입력자료승격상태","작업잠금상태"
"33","DATE_000105091521000103","000105091521000103","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2021-08-06; accepted_datetime=2021-08-05T22:10:00.000Z; report_date=2021-06-30","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2021-08-05;filing_date=2021-08-06;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000105091521000103; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2021-08-05T22:10:00.000Z converts to US Eastern time 2021-08-05T18:10:00-04:00. The Eastern calendar date is 2021-08-05 and the SEC filing_date is 2021-08-06, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"34","DATE_000105091522000122","000105091522000122","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2022-11-04; accepted_datetime=2022-11-03T22:25:41.000Z; report_date=2022-09-30","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2022-11-03;filing_date=2022-11-04;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000105091522000122; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2022-11-03T22:25:41.000Z converts to US Eastern time 2022-11-03T18:25:41-04:00. The Eastern calendar date is 2022-11-03 and the SEC filing_date is 2022-11-04, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"35","DATE_000165204421000020","000165204421000020","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2021-04-28; accepted_datetime=2021-04-27T23:17:57.000Z; report_date=2021-03-31","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2021-04-27;filing_date=2021-04-28;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000165204421000020; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2021-04-27T23:17:57.000Z converts to US Eastern time 2021-04-27T19:17:57-04:00. The Eastern calendar date is 2021-04-27 and the SEC filing_date is 2021-04-28, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"36","DATE_000165204421000057","000165204421000057","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2021-10-27; accepted_datetime=2021-10-26T23:47:06.000Z; report_date=2021-09-30","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2021-10-26;filing_date=2021-10-27;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000165204421000057; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2021-10-26T23:47:06.000Z converts to US Eastern time 2021-10-26T19:47:06-04:00. The Eastern calendar date is 2021-10-26 and the SEC filing_date is 2021-10-27, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"37","DATE_000165204422000071","000165204422000071","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2022-07-27; accepted_datetime=2022-07-26T23:29:36.000Z; report_date=2022-06-30","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2022-07-26;filing_date=2022-07-27;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000165204422000071; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2022-07-26T23:29:36.000Z converts to US Eastern time 2022-07-26T19:29:36-04:00. The Eastern calendar date is 2022-07-26 and the SEC filing_date is 2022-07-27, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"38","DATE_000165204423000070","000165204423000070","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2023-07-26; accepted_datetime=2023-07-25T23:13:26.000Z; report_date=2023-06-30","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2023-07-25;filing_date=2023-07-26;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000165204423000070; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2023-07-25T23:13:26.000Z converts to US Eastern time 2023-07-25T19:13:26-04:00. The Eastern calendar date is 2023-07-25 and the SEC filing_date is 2023-07-26, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"39","DATE_000165204423000094","000165204423000094","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2023-10-25; accepted_datetime=2023-10-24T22:39:13.000Z; report_date=2023-09-30","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2023-10-24;filing_date=2023-10-25;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000165204423000094; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2023-10-24T22:39:13.000Z converts to US Eastern time 2023-10-24T18:39:13-04:00. The Eastern calendar date is 2023-10-24 and the SEC filing_date is 2023-10-25, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"40","DATE_000165204424000079","000165204424000079","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2024-07-24; accepted_datetime=2024-07-23T23:12:07.000Z; report_date=2024-06-30","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2024-07-23;filing_date=2024-07-24;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000165204424000079; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2024-07-23T23:12:07.000Z converts to US Eastern time 2024-07-23T19:12:07-04:00. The Eastern calendar date is 2024-07-23 and the SEC filing_date is 2024-07-24, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"41","DATE_000165204424000118","000165204424000118","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2024-10-30; accepted_datetime=2024-10-29T23:33:10.000Z; report_date=2024-09-30","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2024-10-29;filing_date=2024-10-30;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000165204424000118; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2024-10-29T23:33:10.000Z converts to US Eastern time 2024-10-29T19:33:10-04:00. The Eastern calendar date is 2024-10-29 and the SEC filing_date is 2024-10-30, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"42","DATE_000165204425000062","000165204425000062","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2025-07-24; accepted_datetime=2025-07-23T23:44:01.000Z; report_date=2025-06-30","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2025-07-23;filing_date=2025-07-24;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000165204425000062; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2025-07-23T23:44:01.000Z converts to US Eastern time 2025-07-23T19:44:01-04:00. The Eastern calendar date is 2025-07-23 and the SEC filing_date is 2025-07-24, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
